Item ID,Group,Standards,Item Information,Prompt,Option A,Option B,Option C,Correct
S08LFS4.4M13,8,S08LFS4.4,"M - Here is an elk. (Point to the prompt.) Which trait helps the elk survive: wings, antlers or trunk?",Which trait helps the elk survive?,wings,antlers,trunk,b
S08LFS4.4M14,8,S08LFS4.4,"M - Here is a turtle. (Point to the prompt.) Which trait helps the turtle hide: wings, antlers, or shell? ",Which trait helps the turtle hide?,wings,antlers,shell,c
S08LFS4.4H15,8,S08LFS4.4,"H - Here is an elephant. (Point to the prompt.) Which trait helps the elephant drink water: tusks, ears, or trunk? ",Which trait helps the elephant drink water?,tusks,ears,trunk,c
S08LFS4.4L16,8,S08LFS4.4,"L - Here is a fish. (Point to fish.) What helps fish breathe underwater: spoon, cup, or gills?",What helps fish breathe underwater?,spoon,cup,gills,c
S08LFS4.4M17,8,S08LFS4.4,"M - Here is a lizard. (Point to lizard.) Which trait helps a lizard stay alive: a sticky tongue, fur, or wings?  ",Which trait helps a lizard stay alive?,tongue,fur,wings,a
S08LFS4.4M18,8,S08LFS4.4,"M - Here is a turtle.  (Point to turtle.) Which trait helps the turtle survive: fur, shell, or feathers?  ",Which trait helps the turtle survive?,fur,shell,feathers,b
S08LFS4.4H19,8,S08LFS4.4,"H - Here is a skunk. (Point to skunk.) Which trait protects the skunk from predators: trunk, claws, or spray? ",Which trait protects the skunk from predators? ,trunk,wings,spray,c
S08LFS4.4H20,8,S08LFS4.4,"H - Here is an alligator.  (Point to prompt.)  Which trait helps alligators catch and eat prey: teeth, skin, or tail?",Which trait helps the alligators catch and eat prey?,teeth,skin,tail,a
S08ESS1.2HSAMPLE,8,S08ESS1.2,"H - Here is our Solar System.  (Point to diagram of solar system.)  Which force makes planets orbit around the Sun: electric, magnetic or gravity?",Which force makes planets orbit around the Sun?,electrical,magnetic,gravity,c
S08ESS1.2L1,8,S08ESS1.2,"L - This boy has a ball. (Point to ball in boy's hand.) If the boy drops the ball, where will it go: up, down, or to the side? ","If the boy drops the ball, where will it go?",up,down,side,b
S08ESS1.2M2,8,S08ESS1.2,"M - Here is the Earth and the Sun. (Point to diagram of Earth and Sun.) What force causes the Earth to orbit the Sun: air, speed, or gravity? ",What force causes the Earth to orbit the Sun?,air,speed,gravity,c
S08ESS1.2M3,8,S08ESS1.2,"M - Here is the Earth and the Moon. (Point to diagram of Earth and Moon) What force causes the Moon to orbit the Earth: air, speed, or gravity? ",What force causes the Moon to orbit the Earth?,air,speed,gravity,c
S08ESS1.2H4,8,S08ESS1.2,"H - Here is Jupiter and four moons. (Point to diagram of Jupiter and its moons.) What does gravity do to Jupiter's moons: holds them in orbit, pushes them far away, or stops them from moving? ",What does gravity do to Jupiter's moons?,holds them in orbit,pushes them far away,stops them from moving,a
S08ESS1.2H5,8,S08ESS1.2,"H - Here is our Solar System. (Point to diagram of solar system.) What does gravity force the planets to do: orbit the Sun, stop moving, or orbit the Earth?",What does gravity force the planets to do?,orbit the Sun,stop moving,orbit the Earth,a
S08ESS1.2L6,8,S08ESS1.2,"L - Here is a backpack. (Point to student materials.) Which way does the backpack go when dropped: down, up, or sideways?",Which way does the backpack go when dropped?,down,up,sideways,a
S08ESS1.2L7,8,S08ESS1.2,"L - Here is a pair of shoes. (Point to student materials.) Which way do the shoes go when dropped: up, down, or sideways?",Which way do the shoes go when dropped?,up,down,sideways,b
S08ESS1.2M8,8,S08ESS1.2,"M - Here are the Earth, the Moon, and the Sun (Point to prompt.) Larger objects have more gravity. Which has the strongest gravity: Earth, Moon, or Sun?",Larger objects have more gravity. Which has the strongest gravity?,Earth,Moon ,Sun,c
S08ESS1.2M9,8,S08ESS1.2,"M - Here are the Earth, the Moon, and the Sun (Point to prompt.) Larger objects have more gravity. Which has the weakest gravity: Earth, Moon, or Sun?",Which has the weakest gravity?,Earth,Moon ,Sun,b
S08ESS1.2H10,8,S08ESS1.2,"H - This astronaut is walking on the moon. (Point to prompt.) What force keeps astronauts on the Moon: wind, glue, or gravity? ",What force keeps astronauts on the Moon?,wind,glue,gravity,c
S08ESS1.2L11,8,S08ESS1.2,"L - Here is an apple. (Point to the prompt.) Which direction will the apple fall: up, down, or sideways?",Which direction will the apple fall?,up ,down,sideways,b
S08ESS1.2M12,8,S08ESS1.2,"M - Here is the Earth and the Moon. (Point to the prompt.) Which force does the Earth put on the Moon: magnetic, wind, or gravity? ",Which force does the Earth put on the Moon?,magnetic,wind,gravity,c
S08ESS1.2M13,8,S08ESS1.2,"M - Here is the Earth and Sun. (Point to the prompt.) Which force does the Sun put on the Earth: gravity, electricity, or wind? ",Which force does the Sun put on the Earth?,gravity,electricity,wind,a
S08ESS1.2H14,8,S08ESS1.2,"H - Here is a comet, Earth and the Sun. (Point to the prompt.) Which forces comets to orbit the Sun: electricity, magnets, or gravity?",Which forces comets to orbit the Sun?,electricity,wind,gravity,c
S08ESS1.2H15,8,S08ESS1.2,"H - Here is the planet Saturn. Saturn has rings made of ice and dust. (Point to the prompt.) Which force keeps Saturn's rings in orbit: electricity, magnets, or gravity?",Saturn has rings made of ice and dust. Which force keeps Saturn's rings in orbit?,magnetic,gravity,wind,b
S08ESS1.2L16,8,S08ESS1.2,"L - Frank drops a ball. (Point to prompt.) Which direction will the ball go: up, down, or to the right?  ",Which direction will the ball go?,up,down,right,b
S08ESS1.2L17,8,S08ESS1.2,"L - Here is an orange tree. (Point to prompt.) Which direction will the orange go when it falls from the tree: down, up or sideways?  ",Which direction will the orange go when it falls from the tree?,down,up,sideways,a
S08ESS1.2M18,8,S08ESS1.2,"M - Here is the Earth and Sun. (Point to solar system.) What force keeps the Earth in orbit around the Sun: glue, gravity or magnetic?",What force keeps the Earth in orbit around the Sun?,glue,gravity,magnetic,b
S08ESS1.2M19,8,S08ESS1.2,"M - Here is the Earth and Sun. (Point to solar system.) What force keeps the Earth close to the Sun: glue, electricity, or gravity?",What force keeps the Earth close to the Sun?,glue,electricity,gravity,c
S08ESS1.2H20,8,S08ESS1.2,"H - Here is the solar system. (Point to a prompt.) What force keeps the planets in orbit around the Sun: gravity, electricity or magnetic? ",What force keeps the planets in orbit around the Sun?,gravity,electricity,magnetic,a
S08ESS1.3LSAMPLE,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a
S08ESS1.3L1,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Sun: A, B, or C? ",Which is the Sun?,A,B,C,c
S08ESS1.3L2,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C? ",Which is the Earth?,A,B,C,b
S08ESS1.3M3,8,S08ESS1.3,"M - Here are three objects. (Point to objects.) Which is the Earth: A, B, or C? ",Which is the Earth?,A,B,C,a
S08ESS1.3M4,8,S08ESS1.3,"M - Here are three objects. (Point to objects.) Which is the Sun: A, B, or C? ",Which is the Sun?,A,B,C,c
S08ESS1.3H5,8,S08ESS1.3,"H - Here is a bar graph. (Point to graph.) Which planet is largest: Jupiter, Earth, or Mars? ",Which planet is largest?,Jupiter,Earth,Mars,a
S08ESS1.3L6,8,S08ESS1.3,"L - Here are three pictures. (Point to student materials.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,a
S08ESS1.3M7,8,S08ESS1.3,"M - Here are three pictures. (Point to student materials.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,a
S08ESS1.3M8,8,S08ESS1.3,"M - Here are three pictures. (Point to student materials.) Which is the Moon: A, B, or C?",Which picture is the Moon?,A,B,C,b
S08ESS1.3H9,8,S08ESS1.3,"H - Here are the Earth,  Moon, and Sun. (Point to student materials.) Which is the smallest: A, B, or C?",Which is the smallest?,A,B,C,b
S08ESS1.3H10,8,S08ESS1.3,"H - Here are the Earth,  Moon, and Sun. (Point to student materials.) Which is the largest: A, B, or C?",Which is the largest?,A,B,C,c
S08ESS1.3L11,8,S08ESS1.3,"L - Here are three objects. (Point to answer choices.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,b
S08ESS1.3L12,8,S08ESS1.3,"L - Here are three objects. (Point to answer choices.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,c
S08ESS1.3M13,8,S08ESS1.3,"M - Here are three objects in space. (Point to answer choices.) Which is the Sun: A, B, or C?",Which is the Sun?,A,B,C,b
S08ESS1.3M14,8,S08ESS1.3,"M - Here are three objects in space. (Point to answer choices.) Which is the Earth: A, B, or C?",Which is the Earth?,A,B,C,c
S08ESS1.3H15,8,S08ESS1.3,"H - Here is a graph showing the size of planets. (Point to the graph.) Which planet is the largest: Mercury, Jupiter, or Neptune? ",Which planet is largest?,Jupiter,Saturn,Uranus,c
S08ESS1.3L16,8,S08ESS1.3,"L - Here are three objects. (Point to objects.) Which is the Sun: A, B or C?",Which is the Sun?,A,B,C,b
S08ESS1.3M17,8,S08ESS1.3,"M - Here are three objects in outer space. (Point to objects.) Which is the Earth: A, B or C?",Which is the Earth?,A,B,C,a
S08ESS1.3M18,8,S08ESS1.3,"M - Here are three objects in outer space. (Point to objects.) Which is the Moon: A, B or C?",Which is the Moon?,A,B,C,c
S08ESS1.3H19,8,S08ESS1.3,"H - Here are the inner planets. (Point to solar system.) Which planet is the smallest: Mercury, Venus or Earth?",Which planet is the smallest?,Merucury,Venus,Earth,a
S08ESS1.3H20,8,S08ESS1.3,"H - Here are the inner planets. (Point to solar system.) Which planet is the biggest: Mercury, Venus or Earth?",Which planet is the biggest?,Merucury,Venus,Earth,c
S08ESS2.2MSAMPLE,8,S08ESS2.2,"M - Here is a picture of a snowy mountain. (Point to student materials.) As temperatures warm, boulders fall from the cliffs. What is the likely cause of this erosion: magnetism, ice, or wind?","As temperatures warm, boulders fall from the cliffs. What is the likely cause of this erosion?",magnetism,ice,wind,b
S08ESS2.2L1,8,S08ESS2.2,"L - This is a beach.  (Point to picture of beach.) Which wears away the beach: waves, a tree, or a bird?",Which wears away the beach?,waves,tree,bird,a
S08ESS2.2M2,8,S08ESS2.2,"M - Here are shells on a beach. (Point to student materials.) What brought the shells onto the beach: a rake, waves, or a volcano? ",What brought the shells onto the beach?,rake,waves,volcano,b
S08ESS2.2M3,8,S08ESS2.2,"M - This is a sand dune.  (Point to sand dune.)  Which created this sand dune: wind, hoe or a volcano?",Which created this sand dune?,wind,hoe,volcano,a
S08ESS2.2H4,8,S08ESS2.2,"H - This building and street are cracked. (Point to student materials.) Which likely caused the cracks: an earthquake, the Sun, or a motorcycle?",Which likely caused the cracks?,earthquake,Sun,motorcycle,a
S08ESS2.2H5,8,S08ESS2.2,"H - This is a crater. (Point to prompt.) Which could have formed this crater: waves, meteorite, or a volcano?",Which could have formed this crater?,waves,meteorite,volcano,b
S08ESS2.2L6,8,S08ESS2.2,"L - Here is a canyon. (Point to student materials.) What formed the canyon: river, clouds, or birds?",What formed the canyon?,river,clouds,birds,a
S08ESS2.2L7,8,S08ESS2.2,"L - Here is a picture of a sand dune. (Point to student materials.) What formed the dune: birds, rain, or wind?",What formed the dune?,birds,rain,wind,c
S08ESS2.2M8,8,S08ESS2.2,"M - Here is a picture of a mountain. (Point to student materials.) Which shows the mountain after a volcanic eruption: A, B, or C?",Which shows the mountain after a volcanic eruption?,A,B,C,b
S08ESS2.2M9,8,S08ESS2.2,"M -This is a road. (Point to student materials.) What shows the road after an earthquake: A, B, or C? ",What shows the road after an earthquake?,A,B,C,c
S08ESS2.2H10,8,S08ESS2.2,"H - Meteorites are  rocks from outer space that come to Earth. (Point to picture in prompt.) What is formed when a meteorite hits the ground: river, forest or crater?",What is formed when a meteorite hits the ground?,river,forest,crater,c
S08ESS2.2L11,8,S08ESS2.2,"L - Here is a canyon. (Point to the prompt.) Which can make a canyon: tree, river, or dog? ",Which can make a canyon?,tree,river,dog,b
S08ESS2.2M12,8,S08ESS2.2,"M - Here is a canyon. (Point to the prompt.) Which type of erosion formed a canyon: wind, electricity or river?",Which type of erosion formed a canyon?,wind,electricity,river,c
S08ESS2.2M13,8,S08ESS2.2,"M - Here is a rocky desert. (Point to the prompt.) Which type of erosion carves rocks in the desert: wind, water, or ice?",Which type of erosion carves rocks in the desert?,wind,waves,ice,a
S08ESS2.2H14,8,S08ESS2.2,"H - Here is an island in the ocean. (Point to the prompt.) Which of these created the island: tornado, volcano, or meteor? ",Which of these created the island?,tornado,volcano,meteorite,b
S08ESS2.2H15,8,S08ESS2.2,"H - Here is a crater in the Earth. (Point to the prompt.) Which made this crater: hurricane volcano, or meteorite? ",Which made this crater?,hurricane,volcano,meteorite,c
S08ESS2.2L16,8,S08ESS2.2,"L - Here is a river. (Point to the river.) Which adds water to the river: rain, phone, or rabbit?",Which adds water to the river?,rain,phone,rabbit,a
S08ESS2.2L17,8,S08ESS2.2,"L - Here is a lake. (Point to picture of lake.) Which could dry up the water in the lake: bird, Sun, or car?",Which could dry up the water in the lake?,bird,Sun,car,b
S08ESS2.2M18,8,S08ESS2.2,"M - Here is a rock with small holes in it. (Point to prompt.) Which could cause this erosion: wind, frogs, or rain?",Which could cause this erosion?,wind,frogs,raindrops,c
S08ESS2.2M19,8,S08ESS2.2,"M - Here is a mountain valley. (Point to prompt.) Which of these created the valley: ice, trees, or bears?  ",Which of these created the valley?,ice,trees,bears,a
S08ESS2.2H20,8,S08ESS2.2,"H - Here is a large crack in the Earth. (Point to the crack.) Which process formed this large crack: Sun, rain or an earthquake?",Which process formed this large crack?,Sun,rain,earthquake,c
S08ESS2.4HSAMPLE,8,S08ESS2.4,"H - Here is a diagram showing water evaporating. (Point to diagram in prompt.) Which state is water in when it evaporates: ice, liquid or vapor?",Which state is water in when it evaporates? ,ice,liquid,vapor,c
S08ESS2.4L1,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which is a form of water: A, B, or C? ",Which is a form of water?,A,B,C,b
S08ESS2.4L2,8,S08ESS2.4,"L - Here are three places. (Point to answer choices.) Which is made of water: A, B, or C?",Which is made of water?,A,B,C,a
S08ESS2.4M3,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which is a solid form of water: A, B, or C?",Which is a solid form of water?,A,B,C,c
S08ESS2.4M4,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water as a liquid: A, B, or C?",Which shows water as a liquid?,A,B,C,b
S08ESS2.4H5,8,S08ESS2.4,"H - Here is a glacier made of ice. (Point to diagram in prompt.)  Which state of water is ice: solid, liquid or gas?",Which state of water is ice?,solid,liquid,gas,b
S08ESS2.4L6,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which shows water in solid form: A, B, or C?",Which shows water in solid form?,A,B,C,c
S08ESS2.4M7,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water in solid form: A, B, or C?",Which shows water in solid form? ,A,B,C,b
S08ESS2.4M8,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water in gas form: A, B, or C?",Which shows water in gas form? ,A,B,C,a
S08ESS2.4H9,8,S08ESS2.4,"H - Here is a mountain covered with snow. (Point to student materials.) What will happen to the snow in the hot summer, will there be: more snow, the same snow, or will the snow melt?",What will happen to the snow in the hot summer?,more snow,same snow,snow melt,c
S08ESS2.4H10,8,S08ESS2.4,"H - Here is an ocean with water evaporating into the air. (Point to student materials.) What does the water vapor do when it rises and gets cold: turn into clouds, go to outer space, or turn into wind?",What does the water vapor do when it rises and gets cold?,turn into clouds,go to outer space,turn into wind,a
S08ESS2.4L11,8,S08ESS2.4,"L - Here are three objects. (Point to answer choices.) Which is a form of ice: A, B, or C? ",Which is a form of ice?,A,B,C,b
S08ESS2.4L12,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which is a form of water: A, B, or C? ",Which is a form of water?,A,B,C,a
S08ESS2.4M13,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows both liquid water and ice: A, B, or C? ",Which shows both liquid water and ice?,A,B,C,c
S08ESS2.4M14,8,S08ESS2.4,"M - Here are three objects. (Point to answer choices.) Which shows liquid water: A, B, or C?",Which shows liquid water?,A,B,C,a
S08ESS2.4H15,8,S08ESS2.4,"H - Here is rain forming a puddle. (Point to the prompt.) Which form of water is a puddle: solid, liquid, or vapor? ",What form of water is a puddle?,solid,liquid,vapor,b
S08ESS2.4L16,8,S08ESS2.4,"L - Here are three objects. (Point to answer choices.) Which is ice: A, B, or C? ",Which is ice?,A,B,C,b
S08ESS2.4M17,8,S08ESS2.4,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a liquid: A, B, or C?",Which shows water as a liquid?,A,B,C,c
S08ESS2.4M18,8,S08ESS2.4,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a solid: A, B, or C?",Which shows water as a solid?,A,B,C,a
S08ESS2.4H19,8,S08ESS2.4,"H - Here is a picture of the water cycle. (Point to prompt.) At which point is water a vapor or gas: precipitation, collection, or evaporation?",Here is a picture of the water cycle. At which point is water a vapor or gas?,precipitation,collection,evaporation,c
S08ESS2.4H20,8,S08ESS2.4,"H - Here is a picture of the water cycle. (Point to prompt.) What causes evaporation: Sun,  clouds, or rain?",Here is a picture of the water cycle. What causes evaporation?,Sun,cloud,rain,a
S08ESS2.5LSAMPLE,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C? ",Which shows rainy weather?,A,B,C,a
S08ESS2.5L1,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C?  ",Which shows rainy weather?,A,B,C,b
S08ESS2.5M2,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C?  ",Which shows rainy weather?,A,B,C,c
S08ESS2.5M3,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows snowy weather: A, B, or C?  ",Which shows snowy weather?,A,B,C,b
S08ESS2.5H4,8,S08ESS2.5,"H - Here are three pictures. (Point to answer choices.) Which shows wet weather: A, B, or C? ",Which shows wet weather?,A,B,C,c
S08ESS2.5H5,8,S08ESS2.5,"H - Here are three pictures. (Point to answer choices.) Which shows cold weather: A, B, or C? ",Which shows cold weather?,A,B,C,a
S08ESS2.5L6,8,S08ESS2.5,"L - Here are three pictures. (Point to student materials.) Which shows rain: A, B, or C?",Which shows rain?,A,B,C,c
S08ESS2.5L7,8,S08ESS2.5,"L - Here are three pictures. (Point to student materials.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,a
S08ESS2.5M8,8,S08ESS2.5,"M - Here are three pictures. (Point to student materials.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,a
S08ESS2.5M9,8,S08ESS2.5,"M - Here are three pictures. (Point to student materials.) Which shows rainy weather: A, B, or C? ",Which shows rainy weather?,A,B,C,c
S08ESS2.5H10,8,S08ESS2.5,"H - Here are three pictures. (Point to student materials.) When could you get wet outside: A, B, or C?",When could you get wet outside?,A,B,C,b
S08ESS2.5L11,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,b
S08ESS2.5M12,8,S08ESS2.5,"M - Here are three types of weather. (Point to answer choices.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,c
S08ESS2.5M13,8,S08ESS2.5,"M - Here are three types of weather. (Point to answer choices.) Which shows stormy weather: A, B, or C? ",Which shows stormy weather?,A,B,C,a
S08ESS2.5H14,8,S08ESS2.5,"H - Here is a desert. (Point to the prompt.) Which type of weather happens mostly in the desert: rainy, sunny, or snowy?",Which type of weather happens mostly in the desert?,rainy,sunny,snowy,b
S08ESS2.5H15,8,S08ESS2.5,"H - Here is a puddle. (Point to the prompt.) Which type of weather formed the puddle: sunny, windy, or rainy? ",Which type of weather formed the puddle?,sunny,windy,rainy,c
S08ESS2.5L16,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows sunny weather:  A, B, or C?  ",Which shows sunny weather?,A,B,C,c
S08ESS2.5L17,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows cloudy weather:  A, B, or C?  ",Which shows cloudy weather?,A,B,C,a
S08ESS2.5M18,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows sunny weather:  A, B, or C?  ",Which shows sunny weather?,A,B,C,c
S08ESS2.5M19,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows snowy weather:  A, B, or C?  ",Which picture shows snowy weather?,A,B,C,b
S08ESS2.5H20,8,S08ESS2.5,"H - Here are three types of weather. (Point to answer choices.) In which weather would you wear a raincoat to stay dry:  A, B, or C?",Where would you wear a raincoat to stay dry?,A,B,C,a
S08ESS3.3MSAMPLE,8,S08ESS3.3,"M - Emma wants to protect the Earth. (Point to girl in prompt.) How could Emma help the Earth: throw trash on ground, plant a tree, or leave lights on?",How could Emma help the Earth?,throw trash on ground,plant trees at the park,leave lights on at home,b
S08ESS3.3L1,8,S08ESS3.3,"L - Paul wants to protect the Earth. (Point to boy in prompt.) How could Paul help the Earth: throw a football, pile up rocks, or clean up trash?",How could Paul help the Earth?,throw a football,pile some rocks,clean up trash,c
S08ESS3.3L2,8,S08ESS3.3,"L - This is Jorgé. (Point to boy in prompt.) Which shows Jorgé  protecting the Earth: pick up litter, dance, or play Frisbee? ",Which shows Jorgé  protecting the Earth?,A,B,C,a
S08ESS3.3M3,8,S08ESS3.3,"M -  Here are three pictures. (Point to answer choices.) Which shows one way to protect the Earth: A, B, or C? ",Which is a way to protect the Earth?,A,B,C,b
S08ESS3.3M4,8,S08ESS3.3,"M - Mabel is finished drinking her water. (Point to girl with water bottle.) Where should she Mabel put her bottle to protect the Earth: A, B, or C? ",Where should Mabel put her bottle to protect the Earth?,A,B,C,c
S08ESS3.3H5,8,S08ESS3.3,"H - Here is a graph. (Point to graph.) Which city recycles the most: A, B, or C? ",Which city recycles the most?,A,B,C,a
S08ESS3.3L6,8,S08ESS3.3,"L - Here are three activities. (Point to materials.) Which shows someone helping the Earth: A, B, or C?",Which shows someone helping the Earth?,A,B,C,b
S08ESS3.3M7,8,S08ESS3.3,"M - Here are three activities. (Point to materials.) Which shows someone protecting the planet: littering, playing, or recycling?",Which shows someone protecting the planet?,littering,playing,recycling,c
S08ESS3.3M8,8,S08ESS3.3,"M - Here are three activities. (Point to materials.) Which shows someone protecting the planet: recycling, littering, or polluting?",Which shows someone protecting the planet?,recycling,littering,polluting,a
S08ESS3.3H9,8,S08ESS3.3,"H - Here is a garbage dump. (Point to student materials.) What is one way to reduce the amount of garbage we make: use more bottles, re-use bottles, or use more cups?",What is one way to reduce the amount of garbage we make?,use more bottles,reuse bottles,use more cups,b
S08ESS3.3H10,8,S08ESS3.3,"H - Here is a garbage dump. (Point to student materials.) What is one way to reduce the number of cans in the dump: throw cans away, recycle cans, or litter cans?",What is one way to reduce the number of cans in the dump?,throw cans away,recycle cans,litter cans,b
S08ESS3.3L11,8,S08ESS3.3,"L - Here are three pictures. (Point to prompt.) Which shows a way to protect the Earth: A, B, or C?",Which shows a way to protect the Earth?,A,B,C,a
S08ESS3.3L12,8,S08ESS3.3,"L - Here are three pictures. (Point to answer choices.) Which shows a way to protect the Earth: playing football, recycling, or drinking soda?",Which shows a way to protect the Earth?,football,recycling,soda,b
S08ESS3.3M13,8,S08ESS3.3,"M - Here are three activities. (Point to prompt.) Which shows a way to protect the Earth: turning off lights, driving an old car, or polluting a stream?",Which shows a way to protect the Earth?,turning off lights,driving an old car,polluting a stream,a
S08ESS3.3M14,8,S08ESS3.3,"M - Here are three activities. (Point to answer choices.) Which shows a way to protect the Earth: driving an old car, recycling empty cans, or polluting a stream? ",Which shows a way to protect the Earth?,driving an old car,recycling empty cans,polluting a stream,b
S08ESS3.3H15,8,S08ESS3.3,"H - Here is a graph showing the amount of trash produced by three towns. (Point to the graph in the prompt.) Which town produces the most trash: A, B, or C? ",Here is a graph showing the amount of trash produced by three towns. Which town produces the most trash?,Town A,Town B,Town C,c
S08ESS3.3L16,8,S08ESS3.3,"L - Here are three pictures. (Point to answer choices.) Which boy is helping the Earth: A, B or C?  ",Which boy is helping the Earth?,A,B,C,c
S08ESS3.3M17,8,S08ESS3.3,"M - Here are three pictures. (Point to answer choices.) Which boy is helping the Earth: A, B, or C?",Which boy is helping the Earth?,A,B,C,b
S08ESS3.3M18,8,S08ESS3.3,"M - Here are three activities. (Point to answer choices.) Which helps protect the Earth:  littering trash, bike riding, or polluting air. ",Which helps protect the Earth?,littering trash,bike riding,smoking,b
S08ESS3.3H19,8,S08ESS3.3,"H - Here is a bar graph showing the amount of trash recycled by three schools. (Point to graph.) Which school recycled the most: A, B, or C?",Here is a bar graph showing the amount of trash recycled by three schools. Which school recycled the most?,School A,School B,School C,a
S08ESS3.3H20,8,S08ESS3.3,"H - Here is a bar graph showing the amount of water used by three schools. (Point to graph.) Which school used the least amount of water: A, B, or C?",Here is a bar graph showing the amount of water used by three schools. Which school used the least amount of water?,School A,School B,School C,c
S08ESS3.4HSAMPLE,8,S08ESS3.4,"H - Here is a graph. (Point to graph in prompt.)  Which country uses the most electricity: India, USA or China?",Which country uses the most electricity? ,India,USA,China,c
S08ESS3.4L1,8,S08ESS3.4,"L - Here are three pictures. (Point to answer choices.) A natural resource is something useful found in nature. Which is a natural resource: tree, car or pen?",A natural resource is something useful found in nature. Which is a natural resource,tree,car,pen,a
S08ESS3.4M2,8,S08ESS3.4,"M - Here are three pictures. (Point to answer choices.) A natural resource is something useful found in nature. Which natural resource can be used for food: rocks, plants, or lightning? ",A natural resource is something useful found in nature. Which natural resource can be used for food?,rocks,plants,lightning,b
S08ESS3.4M3,8,S08ESS3.4,"M - Here is a fire. (Point to fire in prompt.) Which natural resource can you burn for fire: wood, rock, or bicycle? ",Which natural resource can you burn for a fire?,wood,rock,bicycle,a
S08ESS3.4H4,8,S08ESS3.4,"H - Here is a graph. (Point to graph in prompt.)  Which city uses the most water: A, B, or C? ",Which city uses the most water?,A,B,C,c
S08ESS3.4H5,8,S08ESS3.4,"H - Here is a graph. (Point to graph in prompt.) Which country uses the most food: A, B, or C? ",Which country uses the most food? ,A,B,C,b
S08ESS3.4L6,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) Which of these is found in nature: banana, cell phone, or computer?",Which of these is found in nature?,banana,cell phone,computer,a
S08ESS3.4L7,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) Which of these is found in nature: car, grapes, or train?",Which of these is found in nature?,car,grapes,bottle,b
S08ESS3.4M8,8,S08ESS3.4,"M - Here are three objects. (Point to student materials.) A natural resource is something useful found in nature. Which is a natural resource we can eat: gold, wind, or pear?",A natural resource is something useful found in nature. Which is a natural resource we can eat?,gold,wind,pear,c
S08ESS3.4M9,8,S08ESS3.4,"M - Here are three objects. (Point to student materials.) A natural resource is something useful found in nature. Which is a natural resource we can use to build a house: wood, wind, or water?",A natural resource is something useful found in nature. Which is a natural resource we can use to build a house?,wood,wind,water,a
S08ESS3.4H10,8,S08ESS3.4,"H - Here are three groups of friends. (Point to answer choices.) If each friend makes one pound of trash per day, which group makes the most trash: A, B, or C?","If each friend makes one pound of trash per day, which group makes the most trash?",A,B,C,c
S08ESS3.4L11,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: skateboard, ball or wood?",A natural resource is something useful that comes from nature. Which is a natural resource?,skateboard,ball,wood,c
S08ESS3.4M12,8,S08ESS3.4,"M - Here are three objects. (Point to answer choices.) Which natural resource is burned for energy: coal, water, or wind? ",Which natural resource is burned for energy?,coal,water,wind,a
S08ESS3.4M13,8,S08ESS3.4,"M - Here is a windmill. (Point to prompt.) Which natural resource does a windmill use to make energy: sunlight, wind, or wood? ",Which natural resource does a windmill use to make energy?,sunlight,wind,wood,b
